Title,ID,Study_Type,PDF_File,Error
"A prospective, blinded evaluation of a video-assisted '4-stage approach' during undergraduate student practical skills training",24885140,rct,PMC4040470,TBD
The challenge of recruiting patients into a placebo-controlled surgical trial,24884948,rct,PMC4030043,TBD
Gait kinematics after taping in participants with chronic ankle instability,24840583,rct,PMC4080591,TBD
Health literacy and injury prevention behaviors among caregivers of infants,24745634,rct,PMC4040284,TBD
Is pre-trial quality assurance necessary? Experiences of the CONVERT Phase III randomized trial for good performance status patients with limited-stage small-cell lung cancer,24620839,rct,PMC4075528,TBD
Final results of local-regional control and late toxicity of RTOG 9003: a randomized trial of altered fractionation radiation for locally advanced head and neck cancer,24613816,rct,PMC4664465,TBD
Thrombotic microangiopathy in metastatic melanoma patients treated with adoptive cell therapy and total body irradiation,24474396,rct,PMC3999204,TBD
Disseminating alcohol screening and brief intervention at trauma centers: a policy-relevant cluster randomized effectiveness trial,24450612,rct,PMC4014067,TBD
Plasma first in the field for postinjury hemorrhagic shock,24317352,rct,PMC4004607,TBD
A multisite randomized controlled trial of brief intervention to reduce drinking in the trauma care setting: how brief is brief?,24263324,rct,PMC3984362,TBD
Effects of electromyostimulation on muscle and bone in men with acute traumatic spinal cord injury: A randomized clinical trial,24090427,rct,PMC4064579,TBD
A randomized controlled trial of venlafaxine XR for major depressive disorder after spinal cord injury: Methods and lessons learned,24090228,rct,PMC4064574,TBD
"Effect of Linum usitatissimum L. (linseed) oil on mild and moderate carpal tunnel syndrome: a randomized, double-blind, placebo-controlled clinical trial",24887185,rct,PMC4045922,TBD
Strategies to reduce safety violations for working from heights in construction companies: study protocol for a randomized controlled trial,24886440,rct,PMC4048537,TBD
Risk of secondary cancers from scattered radiation during intensity-modulated radiotherapies for hepatocellular carcinoma,24886163,rct,PMC4030012,TBD
Variable versus conventional lung protective mechanical ventilation during open abdominal surgery: study protocol for a randomized controlled trial,24885921,rct,PMC4026052,TBD
"A randomized controlled trial of nonoperative treatment versus open reduction and internal fixation for stable, displaced, partial articular fractures of the radial head: the RAMBO trial",24885637,rct,PMC4109703,TBD
"Scottish adolescents' sun-related behaviours, tanning attitudes and associations with skin cancer awareness: a cross-sectional study",24793258,rct,PMC4025409,TBD
Sedation depth during spinal anesthesia and survival in elderly patients undergoing hip fracture repair,24781567,rct,PMC4090014,TBD
Longitudinal relationship between wheelchair exercise capacity and life satisfaction in patients with spinal cord injury: A cohort study in the Netherlands,24621019,rct,PMC4064582,TBD
Recombinant human interleukin-1 receptor antagonist in severe traumatic brain injury: a phase II randomized control trial,24569690,rct,PMC4013762,TBD
Deltoid-split or deltopectoral approaches for the treatment of displaced proximal humeral fractures?,24326593,rct,PMC3971224,TBD
Counselor-assisted problem solving (CAPS) improves behavioral outcomes in older adolescents with complicated mild to severe TBI,23640543,rct,PMC3840164,TBD
The effect of a pre- and postoperative orthogeriatric service on cognitive function in patients with hip fracture: randomized controlled trial (Oslo Orthogeriatric Trial),24735588,rct,PMC4022270,TBD
Prevalence and determinants of osteoporosis in patients with type 1 and type 2 diabetes mellitus,24721668,rct,PMC4021186,TBD
Predicting six-month mortality of patients with traumatic brain injury: usefulness of common intensive care severity scores,24708781,rct,PMC4056363,TBD
Change in inflammatory markers and cognitive status in the oldest-old women from the Study of Osteoporotic Fractures,24697580,rct,PMC4109652,TBD
Impact of stress-induced diabetes on outcomes in severely burned children,24655871,rct,PMC4045114,TBD
"Local anesthetic wound infiltration for pain management after periacetabular osteotomy. A randomized, placebo-controlled, double-blind clinical trial with 53 patients",24650022,rct,PMC3967255,TBD
Effects of adjuvant exemestane versus anastrozole on bone mineral density for women with early breast cancer (MA.27B): a companion analysis of a randomised controlled trial,24636210,rct,PMC4352316,TBD
Does beverage type and drinking context matter in an alcohol-related injury? Evidence from emergency department patients in Latin America,24556276,rct,PMC3961529,TBD
Differences in risk of injury in the U.S. general population by injury treatment type: data from the 1995 to 2010 national alcohol surveys,24460796,rct,PMC3984352,TBD
Mono- versus polyaxial locking plates in distal femur fractures: a prospective randomized multicentre clinical trial,24326361,rct,PMC3971278,TBD
Early trajectory of psychiatric symptoms after traumatic brain injury: relationship to patient and injury characteristics,24237113,rct,PMC3961785,TBD
Aiming for the stomach and hitting the heart: dissociable triggers and sources for disgust reactions,24219399,rct,PMC4050063,TBD
Use of ketorolac is associated with decreased pneumonia following rib fractures,24112670,rct,PMC4393822,TBD
Cemented versus uncemented hemiarthroplasty for displaced femoral neck fractures: 5-year followup of a randomized trial,24081667,rct,PMC3940758,TBD
Endoscopic versus open radial artery harvest and mammario-radial versus aorto-radial grafting in patients undergoing coronary artery bypass surgery: protocol for the 2 × 2 factorial designed randomised NEO trial,24754891,rct,PMC4033613,TBD
"Evaluation of the acceptability, feasibility and effectiveness of two methods of involving patients with disability in developing clinical guidelines: study protocol of a randomized pragmatic pilot trial",24721114,rct,PMC4022363,TBD
Tadalafil for prevention of erectile dysfunction after radiotherapy for prostate cancer: the Radiation Therapy Oncology Group [0831] randomized clinical trial,24691606,rct,PMC4669050,TBD
Implementing trials of complex interventions in community settings: the USC-Rancho Los Amigos pressure ulcer prevention study (PUPS),24577972,rct,PMC3972348,TBD
Effectiveness of fluorography versus cineangiography at reducing radiation exposure during diagnostic coronary angiography,24513469,rct,PMC3959232,TBD
"Effect of overground training augmented by mental practice on gait velocity in chronic, incomplete spinal cord injury",24342552,rct,PMC3972328,TBD
What do community football players think about different exercise-training programmes? Implications for the delivery of lower limb injury prevention programmes,24047571,rct,PMC3995235,TBD
Degenerative change at the pseudarthrosis after trapeziectomy at 6-year followup,23568674,rct,PMC3940768,TBD
The reach and adoption of a coach-led exercise training programme in community football,23482922,rct,PMC3995237,TBD
Dose reduction in whole-body computed tomography of multiple injuries (DoReMI): protocol for a prospective cohort study,24589310,rct,PMC3973884,TBD
Effect of a novel movement strategy in decreasing ACL risk factors in female adolescent soccer players: a randomized controlled trial,24184850,rct,PMC4485475,TBD
Effect of acute exercise on clinically measured reaction time in collegiate athletes,24002343,rct,PMC3970905,TBD
Ankle voluntary movement enhancement following robotic-assisted locomotor training in spinal cord injury,24684813,rct,PMC3974744,TBD
HEPBURN - investigating the efficacy and safety of nebulized heparin versus placebo in burn patients with inhalation trauma: study protocol for a multi-center randomized controlled trial,24661817,rct,PMC3987885,TBD
Prediction of gait recovery in spinal cord injured individuals trained with robotic gait orthosis,24661681,rct,PMC3987889,TBD
"Surgery versus conservative treatment in patients with type A distal radius fractures, a randomized controlled trial",24642190,rct,PMC4234244,PDF Download
Subacromial impingement syndrome and pain: protocol for a randomised controlled trial of exercise and corticosteroid injection (the SUPPORT trial),24625273,rct,PMC3995668,TBD
Ankle Injury Management (AIM): design of a pragmatic multi-centre equivalence randomised controlled trial comparing Close Contact Casting (CCC) to Open surgical Reduction and Internal Fixation (ORIF) in the treatment of unstable ankle fractures in patients over 60 years,24621174,rct,PMC4234276,TBD
Stainless steel versus titanium volar multi-axial locking plates for fixation of distal radius fractures: a randomised clinical trial,24612524,rct,PMC3984716,TBD
"CERAMENT treatment of fracture defects (CERTiFy): protocol for a prospective, multicenter, randomized study investigating the use of CERAMENT™ BONE VOID FILLER in tibial plateau fractures",24606670,rct,PMC3975294,TBD
Treatment of reducible unstable fractures of the distal radius: randomized clinical study comparing the locked volar plate and external fixator methods: study protocol,24597699,rct,PMC3996038,TBD
Efficacy of MRI in primary care for patients with knee complaints due to trauma: protocol of a randomised controlled non-inferiority trial (TACKLE trial),24588860,rct,PMC3973891,TBD
Hypertonic saline as a therapy for pediatric concussive pain: a randomized controlled trial of symptom treatment in the emergency department,24583571,rct,PMC6404981,TBD
